author_name,3gram1,3gram2,3gram3
Lee Bardon,automatically backed up,backed up by,up by learn
Markus Schirp,fix readme badges,readme badges drop,badges drop defunct
Mircea (Mark) Halmagiu,using the issues,the issues api,issues api instead
Antony Messerli,merge pull request,pull request 470,request 470 from
Gabriel Chen,merge pull request,pull request 2,request 2 from
cgschu1tz,plugins were a,were a giant,a giant waste
LesLiu94,added domain objects,domain objects enums,objects enums and
Allison Chou,implemented fix todo,fix todo fix,todo fix tests
Allison Chou,merge pull request,pull request 40651,request 40651 from
Rohit Garudadri,fixed login button,login button flashing,button flashing 780
Logan Ralston,highlight link of,link of active,of active page
Loreina Chew,merge branch develop,branch develop into,develop into bug231helmet
osrsbox,updated monster database,monster database push,database push pypi
xqrzd,multitarget new runtimes,new runtimes to,runtimes to enable
mawork1,this is the,is the thrid,the thrid file
Gavin Howard,fix the main,the main source,main source file
Ocean-ey,update code description,code description code,description code no
Ocean-ey,merge pull request,pull request 1,request 1 from
Ri Xin Yang,automatically backed up,backed up by,up by learn
Scott Matsuda,automatically backed up,backed up by,up by learn
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
Lee Bardon,automatically backed up,backed up by,up by learn
Test Author,new pr to,pr to test,to test signcla
davidbyoung,changed composer to,composer to prefer,to prefer stable
netdatabot,ci skip create,skip create nightly,create nightly packages
netdatabot,package amd64 debbuild,amd64 debbuild latest,debbuild latest package
netdatabot,package i386 debbuild,i386 debbuild latest,debbuild latest package
netdatabot,package amd64 rpmbuild,amd64 rpmbuild latest,rpmbuild latest package
netdatabot,package i386 rpmbuild,i386 rpmbuild latest,rpmbuild latest package
Damien Elmes,drop isort req,isort req completely,req completely to
Mahmudul Hoque,working on password,on password reset,password reset email
Lee Bardon,automatically backed up,backed up by,up by learn
daneshchacko,rename metadata of,metadata of p165,of p165 tanjung
ItsDeltin,fixed calling variables,calling variables in,variables in indexed
Tetsu Yamazaki,merge tag 120,tag 120 into,120 into develop
Tetsu Yamazaki,added 組織タイプにprojectを追加 プロジェクトメンバーリポジトリを追加,組織タイプにprojectを追加 プロジェクトメンバーリポジトリを追加 changed,プロジェクトメンバーリポジトリを追加 changed ユーザーが閲覧権限を持つプロジェクトのみ検索できるように制限
Zack Johnson,created first map,first map temp,map temp art
terrypacker,add role vs,role vs rolevo,vs rolevo concept
Alan Field,robot triggering ci,triggering ci on,ci on branch
Lee Bardon,automatically backed up,backed up by,up by learn
Zachary Jacobs,automatically backed up,backed up by,up by learn
ymatuhin,source changes for,changes for v202,for v202 rewrote
ymatuhin,release v202 update,v202 update npm,update npm scripts
David Cornelis Groothuizen Dijkema,changed recursion rules,recursion rules to,rules to avoid
Montana Mendy,using axiospromises to,axiospromises to return,to return vuns
jerryfishzz,user behavior state,behavior state modification,state modification feat
Martin Drab,launcher add the,add the first,the first implementation
Scott Matsuda,automatically backed up,backed up by,up by learn
vincenira,release v101 with,v101 with a,with a bug
pentarctagon,remove windowstimeoutcpp and,windowstimeoutcpp and related,and related this
Adrien Tateno,implement triggers and,triggers and terminal,and terminal dimension
Francis Bulus,fixed font size,font size issue,size issue on
Tetsu Yamazaki,merge tag 130,tag 130 into,130 into develop
Håvar Henriksen,pontoon update norwegian,update norwegian bokmål,norwegian bokmål nbno
kosukesaigusa,rebuilding site wed,site wed jan,wed jan 1
Shizcow,another slight performance,slight performance boost,performance boost in
Gábor Csárdi,add name of,name of package,of package being
Hadley Wickham,normalizepath before passing,before passing to,passing to digest
Jennifer (Jenny) Bryan,formatting links house,links house style,house style 942
Hadley Wickham,template param was,param was already,was already there
Gábor Csárdi,add r6 option,r6 option to,option to suppress
Gábor Csárdi,fix typos in,typos in test,in test names
Gábor Csárdi,r6 docs for,docs for the,for the clone
Hadley Wickham,alias returns to,returns to return,to return fixes
Hadley Wickham,more on documenting,on documenting s3,documenting s3 methods
Gábor Csárdi,do not escape,not escape within,escape within dontshow
Gábor Csárdi,add clone method,clone method docs,method docs for
Hadley Wickham,standardise quotingbackticking namespace,quotingbackticking namespace always,namespace always uses
Hadley Wickham,write each family,each family link,family link on
Hadley Wickham,add missing topic,missing topic to,topic to ref
IOhacker,adding a better,a better way,better way to
Anthony Holder,automatically backed up,backed up by,up by learn
Scott Matsuda,automatically backed up,backed up by,up by learn
FreedomFries37,more work on,work on error,on error reporting
Charlie J,gitbook master 2,master 2 pages,2 pages modified
Ri Xin Yang,automatically backed up,backed up by,up by learn
Daniel Bennett,dramatically speed up,speed up chapter,up chapter tap
Daniel Bennett,only show next,show next and,next and prev
Daniel Bennett,only load popover,load popover if,popover if selected
Daniel Bennett,improve speed by,speed by loading,by loading strongs
aqi-moscun,update file at,file at 20200101,at 20200101 005302
gun1x,intermediate push to,push to prepare,to prepare sense
Ri Xin Yang,automatically backed up,backed up by,up by learn
Joshua Poirier,update readme with,readme with strategy,with strategy for
Joshua Poirier,add vs code,vs code settings,code settings to
Joshua Poirier,build game environment,game environment start,environment start interacting
Joshua Poirier,merge pull request,pull request 1,request 1 from
gforney,soure rename directories,rename directories containing,directories containing glut
gforney,glut source dont,source dont define,dont define wchart
gforney,merge pull request,pull request 919,request 919 from
GSantos23,rpsgamepy rock paper,rock paper scissor,paper scissor game
Shizcow,another slight performance,slight performance boost,performance boost in
EricDalrymple91,update mushroom jerky,mushroom jerky tableyet,jerky tableyet again
veganinthestreets,merge pull request,pull request 2,request 2 from
JavierCollipal,typescript changes works,changes works its,works its time
Aaron Clayton,added jshint removed,jshint removed all,removed all current
OPSTestProduction,delete file e2edocsbranchproddynamicindexyml,file e2edocsbranchproddynamicindexyml at,e2edocsbranchproddynamicindexyml at 20200101
lupantech,polish new template,new template layout,template layout bibs
Michael BAILLY,add application layout,application layout documentation,layout documentation file
Frédéric MARTIN,adding some documentation,some documentation about,documentation about linsharecore
Cubity,update mobs remove,mobs remove some,remove some people
"Nicolas \"Pixel\" Noble",adding pio devs,pio devs verilog,devs verilog files
Nicolas Noble,merge pull request,pull request 174,request 174 from
Riccardo Calligaro,tested project in,project in ios,in ios environment
Ri Xin Yang,automatically backed up,backed up by,up by learn
Rohan Murthy,remove check and,check and fix,and fix check
allinoneapps,cron update 1120,update 1120 125313,1120 125313 am
Andrell Bower,date modified from,modified from 20191230,from 20191230 to
Stepan Koltsov,minor cleanup merge,cleanup merge from,merge from master
Krzysiek,bael19890 upgrade to,upgrade to spring,to spring boot
Josh Cummings,merge pull request,pull request 8420,request 8420 from
Nicholas,fixed some typos,some typos with,typos with loot
qronix,created register endpoint,register endpoint and,endpoint and loginwithcreds
Ri Xin Yang,automatically backed up,backed up by,up by learn
Babatunde Adelabu,fix recent project,recent project array,project array display
Benjamin Spain,support for desktop,for desktop version,desktop version of
Alan Field,robot triggering ci,triggering ci on,ci on branch
Anthony Rossi,reformat code to,code to have,to have consistent
Andrell Bower,poseidon fireincidentsmd last,fireincidentsmd last updated,last updated 20191231
Ayoub Zayati,implement connections requests,connections requests list,requests list with
John Leider,chorepresets update invalid,update invalid release,invalid release versions
Jerome Haltom,changed to ref,to ref struct,ref struct which
Andrell Bower,poseidon fireincidentsmd last,fireincidentsmd last updated,last updated 20191231
Andrell Bower,pullback poseidon fireincidentsmd,poseidon fireincidentsmd last,fireincidentsmd last updated
Scott Matsuda,automatically backed up,backed up by,up by learn
eoli3n,try fish command,fish command in,command in front
Ri Xin Yang,automatically backed up,backed up by,up by learn
Seongjun Yun,revert darkmode every,darkmode every page,every page flickering
THGABS,update zhcnlang new,zhcnlang new translation,new translation from
Jake,feat 2020년 1월,2020년 1월 1일,1월 1일 ps
dependabot[bot],bump silverstripeframework from,silverstripeframework from 433,from 433 to
Sebastian Kalicki,merge pull request,pull request 3,request 3 from
gforney,merge pull request,pull request 919,request 919 from
zairazu,date modified from,modified from 20191230,from 20191230 to
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxjenkinsxbuildersgit,bump httpsgithubcomjenkinsxjenkinsxbuildersgit from,httpsgithubcomjenkinsxjenkinsxbuildersgit from 201094428
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxjenkinsxbuildersgit,bump httpsgithubcomjenkinsxjenkinsxbuildersgit from,httpsgithubcomjenkinsxjenkinsxbuildersgit from 201094428
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxchartsenvironmentcontroller,bump httpsgithubcomjenkinsxchartsenvironmentcontroller from,httpsgithubcomjenkinsxchartsenvironmentcontroller from 00601
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxjenkinsxplatform,bump httpsgithubcomjenkinsxjenkinsxplatform from,httpsgithubcomjenkinsxjenkinsxplatform from 201795
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxchartsjxbuildtemplates,bump httpsgithubcomjenkinsxchartsjxbuildtemplates from,httpsgithubcomjenkinsxchartsjxbuildtemplates from 001286
jenkins-x-bot,choredeps bump httpsgithubcomjenkinsxchartsprow,bump httpsgithubcomjenkinsxchartsprow from,httpsgithubcomjenkinsxchartsprow from 001564
jenkins-x-bot,merge pull request,pull request 733,request 733 from
cgschu1tz,plugins were a,were a giant,a giant waste
Gregory O,merge pull request,pull request 29,request 29 from
Tom McDonald,hide jit helper,jit helper frames,helper frames in
angelruiz,revert working in,working in design,in design of
angelruiz,revert working in,working in dots,in dots of
angelruiz,revert revert working,revert working in,working in design
angelruiz,revert working in,working in design,in design of
angelruiz,revert revert revert,revert revert working,revert working in
angelruiz,changing the background,the background of,background of fragmentussinggit
Darren Fu,modal style in,style in line,in line with
Dr2n,merge pull request,pull request 10,request 10 from
Christian Mahler,preserve symbolic links,symbolic links on,links on zipping
Khem Raj,rwmem update to,update to latest,to latest to
michael-doll,merge branch jack,branch jack of,jack of httpsgithubcommichaeldollfullstackmicrowebapplicationserver
michael-doll,merge branch dev,branch dev of,dev of httpsgithubcommichaeldollfullstackmicrowebapplicationserver
michael-doll,merge branch master,branch master of,master of httpsgitherokucompureforest43059
abalabahaha,create tostring functions,tostring functions for,functions for remaining
